ID,Code,Salary,Occupacy,Ages,Weight,Size,Feet_size,Performance
31510,12*****,Medium,Y,<17,39.4,133.9,36,1
31511,45*****,Medium,Y,<17,35.9,189.9,37,0
31512,12*****,Medium,Y,<17,66.4,142.3,37,1
31513,56*****,High,Y,<17,62.1,178.1,36,0
31514,45*****,High,Y,<17,57.5,116.8,40,0
31515,45*****,Medium,Y,<17,49.2,121.8,39,1
31516,67*****,Low,N,<17,63.0,173.1,36,1
31517,12*****,High,Y,<17,47.5,179.6,34,1
31518,67*****,Medium,Y,17+,67.4,124.4,41,1
31519,12*****,High,Y,<17,33.0,115.8,38,0
31520,12*****,High,Y,<17,40.0,174.5,38,1
31521,67*****,Low,N,17+,49.5,161.4,41,1
31522,67*****,High,Y,17+,72.1,162.7,42,1
31523,12*****,Medium,Y,<17,34.9,114.4,34,0
31524,45*****,Medium,Y,<17,76.8,133.8,36,1
31525,12*****,Medium,Y,<17,59.6,149.4,35,0
31526,67*****,High,Y,<17,52.9,170.2,35,0
31527,45*****,High,Y,17+,30.6,186.8,41,0
31528,34*****,Medium,Y,<17,41.0,105.2,34,0
31529,34*****,Low,N,<17,61.2,193.5,40,1
31530,34*****,High,Y,17+,56.3,101.9,38,0
31531,67*****,Low,N,<17,74.7,149.9,39,0
31532,34*****,High,Y,<17,39.8,136.5,34,0
31533,12*****,High,Y,<17,59.0,138.1,42,1
31534,56*****,Medium,Y,<17,68.4,180.6,35,0
31535,12*****,High,Y,<17,77.6,145.4,35,0
31536,56*****,High,Y,17+,63.7,145.6,39,1
31537,34*****,High,Y,<17,29.2,170.8,36,1
31538,56*****,High,Y,17+,27.3,182.9,34,1
31539,12*****,Medium,Y,<17,43.8,182.7,35,1
31540,12*****,Medium,Y,17+,21.5,167.9,34,0
31541,56*****,High,Y,17+,62.6,186.0,34,1
31542,34*****,Medium,Y,17+,37.1,179.5,40,0
31543,56*****,High,Y,<17,35.4,110.3,41,1
31544,56*****,Low,N,<17,36.9,173.8,36,1
31545,12*****,High,Y,<17,59.4,149.3,40,1
31546,56*****,High,Y,<17,64.5,123.6,38,1
31547,56*****,High,Y,17+,29.8,164.9,42,0
31548,12*****,High,Y,<17,24.1,128.0,40,1
31549,56*****,Low,N,17+,31.9,146.0,34,1
31550,34*****,High,Y,<17,71.8,152.7,37,0
31551,23*****,High,Y,<17,73.3,180.6,41,1
31552,45*****,High,Y,<17,55.8,132.8,35,1
31553,23*****,High,Y,<17,50.3,119.5,37,1
31554,23*****,Medium,Y,17+,59.3,103.5,37,1
31555,45*****,Medium,Y,17+,25.4,162.4,37,0
31556,12*****,High,Y,17+,20.0,100.4,34,1
31557,12*****,Medium,Y,17+,38.7,123.8,40,0
31558,67*****,Low,N,17+,36.2,119.6,37,0
31559,56*****,Medium,Y,17+,24.8,160.7,37,1
31560,45*****,High,Y,,48.9,101.2,40,0
31561,56*****,Low,N,17+,22.1,105.0,42,0
31562,67*****,High,Y,17+,45.7,122.9,37,0
31563,12*****,High,Y,17+,72.7,152.0,38,1
31564,34*****,Medium,Y,17+,39.1,152.7,35,0
31565,45*****,Medium,Y,<17,33.9,170.2,36,0
31566,56*****,High,Y,<17,27.2,114.0,40,1
31567,23*****,High,Y,<17,38.2,190.9,41,0
31568,34*****,High,Y,<17,51.2,109.4,39,0
31569,23*****,High,Y,17+,41.9,183.4,34,0
31570,67*****,Medium,Y,<17,63.8,139.1,36,0
31571,23*****,Medium,Y,<17,66.3,109.7,37,1
31572,45*****,High,Y,<17,55.9,164.6,38,1
31573,12*****,Medium,Y,17+,73.4,109.3,37,1
31574,56*****,Medium,Y,17+,55.1,199.6,39,0
31575,12*****,Medium,Y,<17,27.9,122.5,35,0
31576,23*****,High,Y,<17,34.8,107.8,41,1
31577,56*****,Low,N,<17,60.9,159.6,38,0
31578,12*****,Low,N,17+,20.1,178.9,37,0
31579,56*****,Low,N,<17,71.4,137.1,42,0
31580,67*****,Low,N,<17,74.2,102.0,37,1
31581,23*****,Low,N,<17,46.1,135.6,40,1
31582,45*****,High,Y,<17,48.8,115.8,40,1
31583,23*****,Low,N,,61.0,130.6,40,0
31584,67*****,High,Y,<17,76.1,155.9,35,1
31585,45*****,Low,N,17+,77.4,126.6,40,1
31586,56*****,High,Y,<17,59.6,113.2,39,0
31587,56*****,Medium,Y,17+,35.8,171.6,35,0
31588,34*****,Low,N,<17,38.9,119.7,39,0
31589,12*****,High,Y,,33.0,173.8,34,1
31590,23*****,High,Y,17+,71.6,144.7,34,1
31591,67*****,High,Y,17+,56.1,176.5,34,0
31592,45*****,Medium,Y,17+,26.2,164.6,34,0
31593,45*****,Medium,Y,17+,23.1,108.0,35,0
31594,12*****,Medium,Y,<17,68.9,144.2,42,0
31595,34*****,High,Y,<17,69.7,112.9,36,0
31596,67*****,Medium,Y,<17,79.1,183.3,35,0
31597,12*****,High,Y,<17,21.0,164.4,42,0
31598,12*****,High,Y,<17,68.9,180.2,41,0
31599,34*****,High,Y,<17,79.3,114.9,41,1
31600,67*****,Low,N,<17,65.7,136.2,42,0
31601,34*****,High,Y,<17,59.1,138.8,36,0
31602,67*****,Medium,Y,<17,61.6,163.4,42,1
31603,34*****,High,Y,17+,67.4,182.4,34,0
31604,45*****,Medium,Y,17+,42.6,193.3,38,0
31605,12*****,High,Y,<17,58.6,124.7,38,0
31606,23*****,High,Y,<17,42.6,147.4,41,0
31607,67*****,Medium,Y,17+,37.5,159.3,34,0
31608,23*****,Medium,Y,<17,53.0,154.0,38,0
31609,56*****,High,Y,17+,67.6,135.7,41,1
31610,12*****,Medium,Y,17+,49.5,126.4,40,1
31611,12*****,Low,N,17+,40.3,120.6,38,1
31612,45*****,High,Y,17+,65.8,158.0,36,0
31613,45*****,High,Y,<17,65.3,178.4,35,1
31614,12*****,High,Y,<17,26.7,124.3,41,1
31615,56*****,Medium,Y,17+,62.7,152.5,42,0
31616,56*****,High,Y,<17,68.6,157.9,39,0
31617,67*****,High,Y,17+,28.7,121.1,38,1
31618,34*****,High,Y,17+,40.5,146.4,37,1
31619,23*****,High,Y,<17,74.1,132.3,42,0
31620,12*****,Medium,Y,<17,22.8,162.5,35,1
31621,12*****,High,Y,<17,50.8,139.2,38,1
31622,34*****,High,Y,<17,23.7,177.6,35,1
31623,56*****,High,Y,<17,36.2,141.8,38,0
31624,23*****,High,Y,<17,33.3,187.4,35,1
31625,56*****,High,Y,<17,72.5,108.0,36,1
31626,12*****,Low,N,17+,41.7,136.7,41,1
31627,67*****,Low,N,<17,45.2,117.7,34,0
31628,56*****,High,Y,17+,73.5,191.0,42,0
31629,23*****,High,Y,17+,79.4,146.8,36,0
31630,12*****,High,Y,,73.5,165.9,35,1
31631,56*****,High,Y,<17,49.7,124.5,41,0
31632,34*****,Medium,Y,17+,75.1,171.9,34,0
31633,34*****,Medium,Y,<17,38.0,164.4,41,1
31634,34*****,Low,N,<17,36.5,179.8,35,0
31635,12*****,Medium,Y,17+,20.1,199.9,40,1
31636,34*****,Medium,Y,<17,36.6,164.8,36,0
31637,12*****,Medium,Y,<17,41.0,157.2,40,1
31638,34*****,Low,N,<17,76.3,145.0,37,0
31639,45*****,High,Y,<17,31.2,153.4,42,0
31640,67*****,Low,N,<17,75.0,152.1,42,1
31641,12*****,High,Y,<17,50.3,193.6,42,1
31642,12*****,Low,N,17+,43.8,132.7,34,0
31643,23*****,Low,N,<17,44.3,153.9,39,0
31644,12*****,High,Y,<17,35.8,135.5,34,1
31645,45*****,High,Y,17+,39.2,192.6,35,1
31646,34*****,High,Y,17+,33.7,109.5,36,1
31647,23*****,High,Y,<17,56.9,133.9,41,0
31648,23*****,High,Y,17+,58.8,157.7,38,0
31649,45*****,Low,N,<17,29.6,168.8,38,0
31650,12*****,High,Y,<17,28.8,161.5,39,0
31651,34*****,Low,N,<17,29.8,166.3,34,1
31652,56*****,Medium,Y,<17,78.7,170.5,37,0
31653,45*****,Medium,Y,<17,70.4,133.0,42,0
31654,23*****,High,Y,17+,70.4,109.9,35,1
31655,56*****,High,Y,17+,43.6,175.5,37,1
31656,56*****,High,Y,17+,62.7,173.5,38,1
31657,67*****,High,Y,17+,53.5,142.4,36,0
31658,45*****,Medium,Y,17+,50.2,177.9,40,1
31659,56*****,High,Y,<17,38.9,109.5,41,1
31660,45*****,High,Y,<17,46.5,189.5,41,1
31661,56*****,Low,N,<17,37.0,155.0,42,0
31662,56*****,Medium,Y,17+,79.9,181.3,41,0
31663,34*****,Medium,Y,17+,46.1,198.9,41,1
31664,56*****,Medium,Y,17+,22.2,171.7,37,1
31665,23*****,High,Y,17+,32.4,188.3,41,1
31666,34*****,Low,N,<17,64.4,183.2,42,1
31667,12*****,Medium,Y,17+,25.9,127.6,34,1
31668,12*****,High,Y,,47.4,156.3,36,0
31669,45*****,Low,N,<17,56.3,175.0,37,0
31670,34*****,High,Y,,50.7,173.1,37,1
31671,67*****,Medium,Y,<17,56.4,170.9,38,1
31672,23*****,Medium,Y,<17,58.8,104.3,37,1
31673,45*****,Medium,Y,17+,74.8,126.1,37,1
31674,56*****,High,Y,<17,64.2,106.5,40,1
31675,56*****,Medium,Y,<17,56.0,157.5,41,0
31676,45*****,Low,N,<17,28.3,155.4,38,1
31677,34*****,High,Y,<17,43.6,109.3,37,0
31678,34*****,Low,N,<17,70.6,176.8,41,0
31679,56*****,High,Y,17+,51.8,172.9,36,0
31680,23*****,Medium,Y,<17,24.6,156.8,41,0
31681,12*****,Medium,Y,<17,33.5,106.8,40,0
31682,12*****,High,Y,<17,50.7,190.8,38,0
31683,56*****,High,Y,,25.7,145.5,39,1
31684,56*****,Low,N,17+,22.6,111.9,40,1
31685,45*****,Medium,Y,<17,67.5,155.1,38,1
31686,56*****,Medium,Y,17+,67.4,131.9,40,0
31687,23*****,Low,N,<17,62.2,165.2,38,0
31688,45*****,High,Y,17+,20.5,196.8,39,1
31689,12*****,High,Y,<17,40.3,165.0,34,0
31690,56*****,Low,N,<17,45.3,124.0,42,0
31691,34*****,High,Y,<17,53.3,130.8,35,0
31692,12*****,High,Y,17+,75.3,181.1,36,0
31693,12*****,High,Y,17+,57.5,156.4,38,1
31694,12*****,High,Y,<17,79.3,161.8,35,0
31695,12*****,High,Y,<17,46.6,113.9,38,0
31696,23*****,High,Y,<17,45.6,192.5,35,1
31697,34*****,Medium,Y,17+,72.4,168.9,35,0
31698,45*****,Low,N,17+,38.1,109.5,38,0
31699,67*****,Medium,Y,<17,68.4,126.5,38,0
31700,34*****,High,Y,17+,54.2,173.2,38,0
31701,45*****,High,Y,<17,46.3,161.6,36,0
31702,67*****,Medium,Y,<17,37.7,115.5,36,1
31703,45*****,Medium,Y,17+,32.4,117.6,34,1
31704,12*****,Medium,Y,<17,24.5,138.4,40,1
31705,12*****,Medium,Y,<17,59.2,189.6,34,0
31706,56*****,High,Y,17+,34.5,116.4,36,1
31707,23*****,Medium,Y,17+,25.6,169.1,37,0
31708,12*****,High,Y,,60.1,166.6,34,1
31709,34*****,Medium,Y,<17,69.0,120.1,34,0
31710,12*****,Low,N,,24.7,185.3,35,0
31711,23*****,Medium,Y,<17,37.2,164.7,35,1
31712,45*****,High,Y,<17,67.9,147.9,36,1
31713,45*****,Medium,Y,<17,75.1,172.5,41,0
31714,34*****,High,Y,17+,55.2,106.6,41,0
31715,56*****,Medium,Y,<17,21.1,171.7,34,1
31716,45*****,Medium,Y,<17,42.7,148.5,40,1
31717,23*****,High,Y,<17,42.1,142.6,40,0
31718,56*****,High,Y,<17,71.8,115.3,42,0
31719,56*****,Low,N,<17,22.5,188.6,39,1
31720,34*****,Medium,Y,<17,55.5,177.4,36,1
31721,12*****,Low,N,,77.6,132.2,37,0
31722,34*****,High,Y,17+,34.8,103.6,42,1
31723,23*****,High,Y,17+,77.6,187.4,38,1
31724,56*****,High,Y,<17,55.1,123.8,41,1
31725,56*****,High,Y,<17,71.8,186.1,36,1
31726,45*****,Low,N,17+,46.8,160.2,37,1
31727,45*****,High,Y,<17,79.4,101.9,41,1
31728,12*****,Medium,Y,<17,25.5,179.2,34,1
31729,12*****,High,Y,<17,25.3,152.4,40,1
31730,45*****,Medium,Y,17+,59.3,113.6,38,0
31731,34*****,High,Y,<17,68.6,163.4,42,0
31732,56*****,High,Y,<17,67.0,199.5,42,1
31733,12*****,High,Y,<17,46.4,183.1,40,1
31734,45*****,High,Y,17+,79.5,122.9,36,0
31735,56*****,High,Y,17+,48.7,119.9,37,1
31736,12*****,Medium,Y,17+,67.8,188.9,37,1
31737,56*****,High,Y,<17,50.9,137.1,35,1
31738,56*****,High,Y,<17,70.9,179.6,40,1
31739,12*****,Medium,Y,<17,44.2,105.4,42,0
31740,45*****,Medium,Y,<17,62.7,181.2,37,1
31741,23*****,High,Y,<17,54.9,143.8,36,1
31742,23*****,High,Y,<17,57.0,182.7,35,0
31743,34*****,High,Y,<17,44.3,124.4,34,1
31744,12*****,High,Y,17+,27.3,145.6,40,0
31745,45*****,High,Y,<17,48.3,187.4,41,0
31746,23*****,Medium,Y,17+,33.4,195.0,40,0
31747,23*****,High,Y,<17,64.5,172.6,41,0
31748,56*****,Medium,Y,<17,26.9,191.4,38,1
31749,45*****,Medium,Y,<17,57.4,183.8,37,0
31750,67*****,High,Y,<17,79.3,149.0,34,1
31751,45*****,High,Y,<17,66.3,132.9,38,0
31752,34*****,Medium,Y,<17,70.3,168.8,35,1
31753,12*****,High,Y,17+,41.0,100.2,42,0
31754,56*****,High,Y,<17,73.0,129.8,39,1
31755,12*****,Medium,Y,17+,59.7,153.6,39,0
31756,34*****,Medium,Y,<17,57.1,152.3,42,0
31757,56*****,Medium,Y,<17,63.9,182.3,42,0
31758,45*****,Medium,Y,<17,50.8,122.0,42,0
31759,23*****,Medium,Y,<17,29.4,179.5,40,1
31760,23*****,High,Y,<17,74.0,105.0,42,0
31761,12*****,High,Y,<17,74.6,157.4,36,0
31762,67*****,High,Y,17+,50.6,136.1,41,0
31763,12*****,High,Y,17+,30.1,184.0,40,0
31764,12*****,High,Y,17+,48.4,129.2,35,0
31765,56*****,Low,N,<17,55.6,150.8,37,0
31766,12*****,Medium,Y,17+,23.0,119.6,42,1
31767,56*****,High,Y,<17,74.8,167.1,42,0
31768,45*****,High,Y,<17,79.6,107.7,39,1
31769,56*****,Low,N,<17,38.2,180.2,42,0
31770,56*****,High,Y,<17,37.7,136.3,37,1
31771,23*****,High,Y,<17,40.0,117.2,34,0
31772,56*****,Medium,Y,<17,77.2,164.0,40,0
31773,45*****,Low,N,<17,69.0,198.5,37,0
31774,23*****,Medium,Y,17+,21.5,199.4,37,1
31775,56*****,High,Y,<17,29.8,189.4,36,0
31776,45*****,High,Y,<17,29.6,155.0,38,1
31777,56*****,Medium,Y,<17,61.3,196.0,41,0
31778,56*****,High,Y,<17,53.4,141.5,38,0
31779,34*****,High,Y,17+,51.3,105.4,37,0
31780,45*****,High,Y,<17,73.7,110.3,38,0
31781,23*****,Medium,Y,17+,36.3,111.8,42,1
31782,23*****,High,Y,<17,35.6,172.0,36,0
31783,56*****,High,Y,17+,27.5,145.3,34,1
31784,23*****,Medium,Y,<17,29.1,171.9,39,0
31785,34*****,Medium,Y,17+,24.7,193.1,41,0
31786,23*****,High,Y,<17,69.0,172.1,38,0
31787,67*****,Low,N,<17,73.8,124.3,37,0
31788,45*****,High,Y,<17,24.0,102.4,40,1
31789,12*****,Low,N,<17,51.7,164.0,41,1
31790,56*****,Medium,Y,<17,32.1,105.2,36,1
31791,23*****,High,Y,<17,33.0,136.4,41,0
31792,12*****,Low,N,<17,42.5,142.9,37,1
31793,12*****,Medium,Y,17+,57.3,108.7,35,1
31794,67*****,High,Y,17+,20.1,162.5,36,0
31795,56*****,High,Y,<17,49.8,107.3,36,1
31796,34*****,High,Y,<17,75.9,168.8,40,1
31797,12*****,Medium,Y,<17,76.1,184.7,35,1
31798,23*****,Medium,Y,17+,37.6,125.0,39,1
31799,23*****,Medium,Y,<17,22.5,136.1,42,0
31800,67*****,Medium,Y,17+,40.0,141.2,41,1
31801,23*****,High,Y,<17,31.5,165.1,42,0
31802,45*****,High,Y,<17,41.6,160.7,40,1
31803,56*****,High,Y,<17,42.0,109.5,40,1
31804,34*****,Medium,Y,17+,48.6,193.7,40,0
31805,12*****,High,Y,<17,68.8,191.0,34,1
31806,45*****,High,Y,17+,25.2,161.6,38,1
31807,23*****,High,Y,<17,79.7,125.9,40,0
31808,34*****,Low,N,<17,30.0,164.5,37,1
31809,12*****,Medium,Y,<17,71.2,129.0,42,0
31810,56*****,High,Y,17+,70.4,138.5,35,0
31811,34*****,Medium,Y,17+,31.0,130.2,40,1
31812,23*****,Low,N,17+,61.6,196.9,41,1
31813,56*****,Medium,Y,<17,65.1,159.2,36,0
31814,67*****,High,Y,17+,23.2,181.9,40,1
31815,45*****,Medium,Y,<17,45.3,198.0,35,1
31816,34*****,High,Y,<17,45.7,175.3,40,1
31817,12*****,Low,N,17+,61.6,111.6,34,0
31818,12*****,Medium,Y,<17,36.5,199.6,37,1
31819,67*****,Low,N,<17,38.7,194.8,35,1
31820,45*****,Medium,Y,<17,49.1,119.5,34,0
31821,56*****,High,Y,<17,32.8,198.6,38,0
31822,56*****,High,Y,<17,67.7,142.9,42,1
31823,23*****,Medium,Y,17+,56.8,151.4,36,0
31824,45*****,High,Y,17+,54.4,193.3,39,0
31825,12*****,High,Y,<17,68.3,110.7,36,1
31826,34*****,High,Y,<17,54.5,109.3,40,1
31827,45*****,Low,N,17+,61.2,168.8,41,1
31828,34*****,High,Y,17+,72.0,182.7,37,1
31829,23*****,High,Y,<17,56.4,173.5,41,0
31830,56*****,Medium,Y,<17,20.1,146.7,34,1
31831,56*****,Medium,Y,17+,48.9,127.6,42,1
31832,56*****,High,Y,17+,64.0,105.2,42,0
31833,56*****,High,Y,17+,27.4,104.1,36,1
31834,12*****,High,Y,17+,44.4,113.0,41,0
31835,12*****,High,Y,<17,20.4,163.3,38,1
31836,56*****,High,Y,17+,77.5,114.2,40,0
31837,56*****,Medium,Y,<17,66.7,100.2,38,1
31838,12*****,High,Y,<17,53.5,136.8,39,0
31839,67*****,Medium,Y,17+,68.2,114.5,42,1
31840,12*****,High,Y,<17,55.4,148.1,36,0
31841,12*****,High,Y,,20.6,122.9,41,0
31842,12*****,Medium,Y,17+,47.8,180.9,35,0
31843,12*****,High,Y,<17,30.7,167.9,42,0
31844,56*****,High,Y,<17,73.0,119.2,37,1
31845,56*****,High,Y,<17,36.9,137.5,36,1
31846,45*****,High,Y,<17,64.3,121.5,39,1
31847,23*****,Medium,Y,17+,34.5,188.9,41,1
31848,12*****,High,Y,17+,32.1,111.0,40,0
31849,34*****,High,Y,<17,20.3,166.9,41,0
31850,45*****,Low,N,<17,40.2,191.5,39,0
31851,56*****,High,Y,17+,73.2,143.7,42,0
31852,45*****,High,Y,<17,34.6,105.2,37,0
31853,34*****,Medium,Y,17+,76.4,181.6,41,0
31854,23*****,Low,N,<17,47.7,167.6,38,1
31855,45*****,High,Y,,60.3,153.5,38,0
31856,12*****,Medium,Y,17+,45.8,161.3,36,0
31857,56*****,Medium,Y,17+,30.4,133.5,40,1
31858,34*****,Low,N,<17,58.3,175.9,37,0
31859,12*****,Medium,Y,<17,51.7,185.3,35,0
31860,23*****,High,Y,17+,72.3,114.4,36,0
31861,23*****,High,Y,17+,24.8,158.7,38,0
31862,34*****,High,Y,<17,45.6,149.6,39,1
31863,56*****,High,Y,<17,48.3,145.7,36,0
31864,12*****,Medium,Y,<17,48.0,183.6,39,0
31865,34*****,High,Y,17+,43.5,189.4,40,0
31866,12*****,High,Y,17+,23.2,156.7,38,1
31867,45*****,High,Y,17+,43.1,187.6,37,0
31868,56*****,High,Y,17+,77.0,136.3,37,0
31869,56*****,High,Y,<17,68.9,182.8,41,0
31870,67*****,Medium,Y,<17,65.0,180.6,42,1
31871,12*****,Medium,Y,17+,26.4,156.0,35,1
31872,56*****,High,Y,<17,63.1,163.5,36,1
31873,56*****,Medium,Y,<17,31.8,126.7,34,0
31874,56*****,High,Y,<17,77.5,173.0,34,1
31875,12*****,High,Y,<17,47.8,158.5,40,1
31876,56*****,Medium,Y,<17,48.4,188.1,39,0
31877,34*****,Medium,Y,<17,45.0,101.2,37,1
31878,67*****,Low,N,<17,40.1,138.0,42,0
31879,12*****,Low,N,<17,40.0,133.9,37,0
31880,56*****,Low,N,17+,47.1,173.0,39,0
31881,34*****,High,Y,<17,73.3,102.0,34,0
31882,56*****,Low,N,17+,74.3,125.0,41,0
31883,56*****,High,Y,17+,44.3,195.0,40,0
31884,56*****,Medium,Y,17+,62.4,167.5,36,1
31885,56*****,High,Y,<17,44.6,137.7,36,0
31886,34*****,High,Y,<17,37.6,110.5,40,1
31887,56*****,High,Y,<17,56.7,153.2,35,1
31888,56*****,High,Y,<17,50.8,147.4,37,0
31889,23*****,Medium,Y,17+,66.2,162.1,41,0
31890,56*****,Medium,Y,17+,22.4,126.5,34,0
31891,56*****,Low,N,17+,25.1,108.8,36,1
31892,45*****,High,Y,<17,25.0,173.2,34,0
31893,56*****,Medium,Y,<17,70.8,119.5,40,0
31894,45*****,High,Y,<17,74.9,124.6,35,1
31895,12*****,High,Y,<17,23.8,151.3,42,1
31896,12*****,Medium,Y,<17,61.7,126.1,34,0
31897,45*****,Medium,Y,<17,36.8,142.5,34,1
31898,23*****,High,Y,<17,76.0,126.3,41,1
31899,23*****,Medium,Y,17+,53.3,184.8,39,1
31900,12*****,High,Y,<17,21.2,190.8,35,1
31901,67*****,Medium,Y,<17,50.4,188.1,34,1
31902,45*****,High,Y,<17,59.2,124.2,34,1
31903,56*****,Medium,Y,17+,53.2,133.4,39,0
31904,12*****,Low,N,<17,44.3,173.5,34,0
31905,56*****,High,Y,17+,57.1,187.0,40,0
31906,12*****,High,Y,17+,24.8,141.2,38,0
31907,34*****,High,Y,<17,70.7,114.9,39,1
31908,45*****,Medium,Y,<17,68.4,191.6,37,0
31909,12*****,High,Y,<17,70.7,177.6,39,0
31910,23*****,High,Y,<17,44.6,181.7,42,1
31911,67*****,High,Y,<17,40.6,173.9,42,1
31912,56*****,High,Y,<17,23.6,118.6,37,0
31913,56*****,Medium,Y,17+,73.9,145.0,42,0
31914,67*****,Low,N,17+,79.5,175.4,38,1
31915,56*****,Low,N,17+,22.9,185.3,41,1
31916,45*****,High,Y,<17,25.9,142.4,42,1
31917,67*****,Low,N,<17,74.5,187.2,39,0
31918,56*****,High,Y,<17,29.5,148.0,39,1
31919,45*****,High,Y,<17,46.6,186.4,42,1
31920,56*****,Medium,Y,<17,79.0,113.6,34,1
31921,23*****,High,Y,<17,48.6,186.0,41,0
31922,56*****,Low,N,<17,26.7,160.8,38,1
31923,12*****,High,Y,<17,47.3,160.8,35,1
31924,23*****,Medium,Y,<17,64.8,119.7,40,0
31925,12*****,Medium,Y,<17,38.5,145.9,42,1
31926,56*****,Medium,Y,17+,71.0,188.6,40,0
31927,34*****,Medium,Y,<17,67.2,126.0,41,0
31928,34*****,High,Y,<17,53.2,155.1,42,1
31929,23*****,Medium,Y,<17,41.3,176.5,37,1
31930,67*****,Medium,Y,<17,27.3,159.6,34,0
31931,34*****,Medium,Y,<17,50.6,172.9,36,0
31932,56*****,High,Y,<17,43.8,195.0,35,1
31933,45*****,High,Y,<17,77.2,116.9,37,0
31934,56*****,High,Y,<17,54.6,172.5,39,0
31935,23*****,High,Y,<17,43.7,121.8,37,1
31936,12*****,Medium,Y,17+,61.2,193.4,34,1
31937,56*****,High,Y,<17,43.2,196.3,40,0
31938,56*****,High,Y,<17,76.8,143.0,37,0
31939,34*****,High,Y,<17,30.6,137.7,42,0
31940,23*****,High,Y,17+,72.2,145.5,41,1
31941,23*****,Medium,Y,<17,39.8,123.6,34,0
31942,45*****,High,Y,17+,57.5,142.9,36,1
31943,56*****,High,Y,<17,58.0,125.1,41,1
31944,12*****,High,Y,,65.1,119.5,36,0
31945,23*****,Medium,Y,<17,34.1,107.8,36,0
31946,12*****,Low,N,17+,76.4,144.8,37,1
31947,34*****,High,Y,<17,50.7,157.7,35,0
31948,56*****,Low,N,<17,58.3,168.2,41,1
31949,12*****,Medium,Y,17+,48.4,107.0,40,0
31950,12*****,High,Y,<17,40.2,105.5,37,1
31951,45*****,High,Y,17+,76.9,145.7,42,1
31952,56*****,High,Y,<17,74.8,178.2,41,1
31953,23*****,High,Y,<17,63.8,146.5,41,0
31954,56*****,High,Y,<17,76.3,137.5,37,0
31955,67*****,High,Y,17+,26.7,147.5,38,1
31956,56*****,Low,N,<17,56.5,186.7,37,0
31957,45*****,Medium,Y,17+,48.2,172.3,38,0
31958,56*****,High,Y,<17,41.5,185.5,38,1
31959,23*****,High,Y,17+,65.7,130.2,41,1
31960,23*****,High,Y,<17,61.7,111.8,38,0
31961,12*****,High,Y,17+,73.3,113.7,39,1
31962,12*****,High,Y,<17,32.2,168.8,41,1
31963,45*****,High,Y,17+,77.2,117.4,39,1
31964,56*****,Medium,Y,17+,29.5,163.4,35,1
31965,56*****,Low,N,<17,39.7,154.1,35,0
31966,23*****,High,Y,,40.2,120.1,34,1
31967,12*****,Medium,Y,<17,77.6,159.2,41,1
31968,45*****,Medium,Y,17+,79.6,154.6,42,0
31969,56*****,Low,N,<17,69.5,136.6,41,1
31970,56*****,Medium,Y,<17,24.7,122.0,40,1
31971,34*****,Medium,Y,<17,61.1,133.0,42,1
31972,45*****,High,Y,<17,49.0,170.3,40,0
31973,56*****,Low,N,<17,72.3,184.7,38,0
31974,56*****,High,Y,<17,66.8,116.1,41,0
31975,23*****,High,Y,<17,60.4,197.8,34,1
31976,56*****,Medium,Y,<17,25.0,118.8,41,1
31977,12*****,High,Y,<17,57.2,196.7,37,0
31978,45*****,Medium,Y,17+,49.1,150.2,42,1
31979,23*****,High,Y,17+,23.1,118.5,35,0
31980,23*****,Low,N,17+,71.6,113.2,42,1
31981,67*****,High,Y,<17,52.6,123.2,40,0
31982,67*****,Medium,Y,<17,41.3,120.3,42,1
31983,23*****,Low,N,<17,38.8,153.0,35,0
31984,45*****,Medium,Y,<17,48.8,108.2,41,1
31985,56*****,Low,N,<17,78.7,165.6,39,0
31986,56*****,Medium,Y,<17,41.6,192.8,41,1
31987,23*****,High,Y,17+,64.5,173.4,39,1
31988,12*****,High,Y,17+,43.9,171.0,34,0
31989,45*****,Medium,Y,<17,59.1,107.8,42,0
31990,56*****,High,Y,<17,35.4,164.0,34,1
31991,23*****,High,Y,17+,60.4,179.2,34,1
31992,45*****,High,Y,,31.4,139.6,41,0
31993,23*****,High,Y,<17,54.6,138.8,41,1
31994,34*****,Medium,Y,17+,31.9,155.0,42,1
31995,12*****,Medium,Y,<17,44.9,122.5,40,1
31996,23*****,Medium,Y,<17,52.9,128.5,38,0
31997,45*****,Medium,Y,<17,35.6,133.3,37,0
31998,34*****,High,Y,<17,35.8,192.0,41,1
31999,45*****,High,Y,17+,61.8,157.8,35,1
32000,56*****,High,Y,17+,45.9,125.2,35,1
32001,34*****,Medium,Y,17+,56.8,192.9,42,0
32002,45*****,High,Y,<17,60.4,149.2,41,0
32003,56*****,Medium,Y,<17,42.5,120.4,37,1
32004,56*****,High,Y,<17,63.7,107.4,35,1
32005,45*****,High,Y,<17,25.3,143.2,38,1
32006,56*****,Low,N,,42.6,174.8,36,0
32007,67*****,High,Y,17+,29.7,186.6,36,0
32008,67*****,Medium,Y,<17,51.9,128.7,34,1
32009,12*****,High,Y,17+,35.9,131.6,35,0
32010,12*****,High,Y,<17,42.4,147.0,37,1
32011,12*****,Medium,Y,<17,53.1,121.0,36,1
32012,56*****,High,Y,17+,58.2,199.2,41,0
32013,56*****,Medium,Y,<17,27.0,199.2,36,1
32014,34*****,High,Y,17+,33.8,110.7,34,0
32015,23*****,Low,N,,70.8,133.6,40,0
